dep_lat,dep_lon,arr_lat,arr_lon,nb_flights
37.72129,-122.22072,39.85841,-104.667,1252
37.72129,-122.22072,39.99799,-82.89188,114
37.72129,-122.22072,40.63975,-73.77893,285
37.72129,-122.22072,40.78839,-111.97777,2116
37.72129,-122.22072,41.78598,-87.75242,998
37.72129,-122.22072,41.9796,-87.90446,334
37.72129,-122.22072,42.36435,-71.00518000000002,102
37.72129,-122.22072,43.56444000000001,-116.22278,659
37.72129,-122.22072,45.58872,-122.5975,1779
37.72129,-122.22072,47.44898,-122.30931,3221
37.72129,-122.22072,47.61986,-117.53383999999998,633
38.69542,-121.59077,20.89865,-156.43046,334
38.69542,-121.59077,21.31869,-157.92241,334
38.69542,-121.59077,29.98047,-95.33972,647
38.69542,-121.59077,32.73356,-117.18966,2791
38.69542,-121.59077,32.84711,-96.85177,237
38.69542,-121.59077,32.89595,-97.0372,1326
38.69542,-121.59077,33.43417,-112.00806,3164
38.69542,-121.59077,33.640440000000005,-84.42694,556
38.69542,-121.59077,33.67566,-117.86822,2118
38.69542,-121.59077,33.81772,-118.15161,661
38.69542,-121.59077,33.94254,-118.40807,5574
38.69542,-121.59077,34.056,-117.60119,2044
38.69542,-121.59077,34.20062,-118.3585,2092
38.69542,-121.59077,35.21400999999999,-80.94313000000002,194
38.69542,-121.59077,36.08036,-115.15233,2513
38.69542,-121.59077,37.619,-122.37484,1624
38.69542,-121.59077,38.94453,-77.45581,237
38.69542,-121.59077,39.85841,-104.667,2391
38.69542,-121.59077,39.87195,-75.24114,75
38.69542,-121.59077,40.63975,-73.77893,282
38.69542,-121.59077,40.78839,-111.97777,1479
38.69542,-121.59077,41.78598,-87.75242,417
38.69542,-121.59077,41.9796,-87.90446,530
38.69542,-121.59077,42.36435,-71.00518000000002,49
38.69542,-121.59077,44.88055,-93.21692,541
38.69542,-121.59077,45.58872,-122.5975,1578
38.69542,-121.59077,47.44898,-122.30931,3424
40.50898,-122.2934,37.619,-122.37484,727
40.97812,-124.10862,37.619,-122.37484,1320
41.78016,-124.23653,37.619,-122.37484,190
